Occurrences	Hindawi (5594310)	Giga (5594256)	lemma#pos	Gloss	Answer1 - Egyptian	Answer2 - Syrian	Answer3 - Saudi Arabian	readability (rounded average)
3941	75.49%	24.51%	ٱِنْتَظَر#verb	expect;wait_for#be_expected;be_waited_for	2	1	1	1
3940	3.45%	96.55%	مَرْحَلَة#noun	phases;stages;rounds#phase;stage;round	3	2	3	3
3939	82.43%	17.57%	ما#pron_interrog	what/which	2	1	1	1
3936	80.69%	19.31%	تَرَك#verb	leave;quit#be_left;be_abandoned	2	1	1	1
3933	14.06%	85.94%	سُوق#noun	market	1	1	1	1
3932	31.79%	68.21%	طَرَف#noun	participant;player;involved_member#parties;sides	4	5	4	4
3932	2.03%	97.97%	لَجْنَة#noun	council;committee;commission#councils;committees;commissions	2	1	2	2
3931	86.62%	13.38%	سار#verb	move;march	2	2	1	2
3923	22.56%	77.44%	داخِل#noun	inside_of;interior;inside	1	1	1	1
3916	75.92%	24.08%	وَراء#noun	behind;past;beyond	2	1	1	1
3913	60.57%	39.43%	أَصاب#verb	strike;afflict#be_hit;be_struck;be_afflicted	3	2	2	2
3900	36.54%	63.46%	إِلّا#prep	except	1	2	1	1
3887	19.24%	80.76%	ٱِجْتِماع#noun	meeting;gathering;society#meetings;gatherings	1	1	2	1
3862	76.98%	23.02%	دار#noun	house;home#homes;abodes#houses;homes	1	2	2	2
3861	12.87%	87.13%	ٱِتِّفاق#noun	agreement;accord;treaty#agreements;accords;treaties	1	2	1	1
3859	1.24%	98.76%	عالَمِيّ#adj	international;world-wide;world	3	3	2	3
3850	82.31%	17.69%	زَوْج#noun	spouses;husbands#spouse;husband#married_couple	1	1	1	1
3848	0.86%	99.14%	بَرْنامَج#noun	program	1	1	1	1
3846	55.88%	44.12%	رِسالَة#noun	letters;messages#letter;communication#mission;task	1	1	1	1
3844	1.43%	98.57%	سِعْر#noun	prices;rates#price;rate	1	2	1	1
3829	81.90%	18.10%	فَوْق#noun	above;over;top;upper_part	1	1	1	1
3828	0.63%	99.37%	ٱِقْتِصادِيّ#adj	economic;economical	3	4	3	3
3824	47.38%	52.62%	قَدَم#noun	foot#feet	1	1	1	1
3820	57.96%	42.04%	حاوَل#verb	attempt;try	1	1	1	1
3804	49.82%	50.18%	جَرَى#verb	occur;happen;take_place;flow	1	2	2	2
3798	80.81%	19.19%	كَيْفَ#adv_rel	how	2	1	2	2
3797	26.97%	73.03%	مَوْقِف#noun	position	2	2	1	2
3768	61.89%	38.11%	حَتَّى#part	even;including	1	2	1	1
3752	43.90%	56.10%	شارِع#noun	street#legislator#streets	1	1	1	1
3748	93.12%	6.88%	جَلَس#verb	sit	1	1	1	1
3748	7.34%	92.66%	مالِيّ#adj	financial;monetary	4	4	3	4
3740	10.03%	89.97%	سَيّارَة#noun	car;automobile;vehicle#cars;automobiles;vehicles	1	1	1	1
3739	1.20%	98.80%	مُسْتَوَى#noun	level;standard#levels;standards	1	1	2	1
3737	30.56%	69.44%	عَمِل#verb	work;function;act	2	1	1	1
3714	64.43%	35.57%	صَغِير#adj	small;young	1	1	1	1
3706	11.79%	88.21%	سِياسَة#noun	politics#policies#policy	4	3	4	4
3700	21.22%	78.78%	أُسْبُوع#noun	week	1	1	1	1
3683	27.10%	72.90%	عامِل#noun	worker#factors;agents#workers	2	1	1	1
3656	7.77%	92.23%	بَيان#noun	communiqu;statement;declaration	3	4	3	3
3648	32.32%	67.68%	فُرْصَة#noun	opportunity;chance#opportunities;chances	2	1	2	2
3586	6.69%	93.31%	كُرَة#noun	ball;globe;sphere#balls;globes;spheres	1	1	1	1
3574	27.45%	72.55%	بَحْث#noun	discussion#research	2	3	3	3
3572	5.10%	94.90%	مَجال#noun	area;field;arena;context;opportunity#areas;fields;arenas;contexts	4	3	4	4
3557	11.47%	88.53%	شُرْطَة#noun	police	1	1	1	1
3553	88.29%	11.71%	مَوْت#noun	death	2	1	1	1
3550	73.61%	26.39%	قَضَى#verb	execute;perform;decree;pass/spend_(time)#be_sentenced	3	3	4	3
3540	65.59%	34.41%	مَرْأَة#noun	woman	2	1	1	1
3528	64.63%	35.37%	غَد#noun	tomorrow	2	1	1	1
3519	78.66%	21.34%	خَبَر#noun	news;report#news;reports	1	2	1	1
3500	19.34%	80.66%	شَهِد#verb	witness;observe	4	3	3	3
3499	61.85%	38.15%	كَيْ#conj_sub	in_order_+_that#in_order_+_not_to#in_order_(to);so_(that);for	3	2	3	3
3485	13.17%	86.83%	حَلّ#noun	solution;dissolution;cancellation#solutions;dissolutions;cancellations	1	1	1	1
3470	77.93%	22.07%	لَيْل#noun	night;nighttime	2	1	1	1
3459	19.43%	80.57%	أَدَّى#verb	direct;guide;lead#be_directed;be_guided;be_lead	3	2	3	3
3449	5.16%	94.84%	أَمْنِيّ#adj	security;safety	3	3	2	3
3441	64.66%	35.34%	أَمْ#conj	or	2	1	1	1
3432	7.69%	92.31%	ضِدّ#noun	contrary;against;opposed;anti-;counter-#opposites	3	2	3	3
3430	72.94%	27.06%	عَهْد#noun	knowledge;authorization#treaty#treaties	4	5	4	4
3427	10.39%	89.61%	شَمال#noun	north;North	1	2	2	2
3426	11.62%	88.38%	فَوْز#noun	victory	1	1	1	1
3420	3.74%	96.26%	جامِعَة#noun	university#universities	1	1	2	1
3405	90.60%	9.40%	شاء#verb	want;desire;wish	2	3	3	3
3403	61.42%	38.58%	دَفَع#verb	push;motivate;pay#be_pushed;be_motivated;be_paid	1	2	1	1
3402	1.76%	98.24%	تَعاوُن#noun	cooperation	1	1	1	1
3393	65.10%	34.90%	صَباح#noun	morning	1	1	1	1
3392	26.27%	73.73%	خَمْس#noun_num	five	1	1	1	1
3390	71.65%	28.35%	فَصْل#noun	discharge;dismissal#sections;chapters#section;chapter;season	1	2	1	1
3389	43.76%	56.24%	جُنْدِيّ#noun	soldiers#soldier	2	1	1	1
3388	5.46%	94.54%	مُشْكِلَة#noun	problems;inconveniences;issues#problem;issue#problems;issues	2	1	1	1
3384	89.80%	10.20%	عَظِيم#adj	great;powerful	2	1	2	2
3380	29.20%	70.80%	شَبّ#noun	youth;youths#youth#young_woman	2	1	2	2
3358	67.15%	32.85%	أَلْقَى#verb	deliver;throw;arrest;place_(blame)#be_delivered;be_thrown#be_arrested;be_placed_(blame)#be_delivered;be_thrown;be_placed_(blame)	2	1	1	1
3346	37.33%	62.67%	أَقَلّ#adj_comp	least;smallest;minimum	1	1	1	1
3337	3.06%	96.94%	أَوْضَح#verb	clarify;explain;indicate#be_clarified;be_explained;be_indicated	4	3	3	3
3330	38.47%	61.53%	خارِج#noun	outside;outer_part	1	1	1	1
3328	0.45%	99.55%	مُنَظَّمَة#noun	organization	4	4	4	4
3319	63.84%	36.16%	تَقَدَّم#verb	present;advance	3	3	2	3
3309	72.80%	27.20%	قَلِيل#adj	little;few;small#few;insufficient	2	1	1	1
3306	4.05%	95.95%	إِجْراء#noun	conducting;undertaking;carrying_out#measures;steps	4	4	3	4
3298	0.24%	99.76%	مُؤَسَّسَة#noun	institution;organization#institutions;organizations	4	4	4	4
3294	18.43%	81.57%	دِفاع#noun	defense	2	3	2	2
3288	25.15%	74.85%	بِناء#noun	constructing;building#structures;edifices;buildings	2	1	2	2
3283	8.04%	91.96%	فَتْرَة#noun	phases;time_periods;intervals#phase;time_period;interval	2	1	1	1
3265	85.82%	14.18%	خادِم#noun	servant;attendant#servants;attendants#(web)_servers_(computers)	2	2	1	2
3258	15.65%	84.35%	نِهايَة#noun	end;termination	2	1	1	1
3246	26.62%	73.38%	أَرْبَع#noun_num	four	1	1	1	1
3240	0.28%	99.72%	حِجَّة#noun	pilgrimage	1	1	1	1
3237	68.95%	31.05%	سِوَى#noun	other_than;except_for#other_than#equality	4	3	4	4
3235	3.49%	96.51%	أَزْمَة#noun	crises#crisis	3	2	3	3
3231	5.23%	94.77%	رَسْمِيّ#adj	official	2	3	3	3
3215	39.53%	60.47%	فِعْل#noun	doing;act;action#acts;actions;deeds#exploits	2	2	1	2
3209	83.61%	16.39%	وَلَد#noun	children#child;son	1	1	1	1
3204	99.44%	0.56%	صاح#verb	scream;call_out	2	2	1	2
3202	39.66%	60.34%	تَحَدَّث#verb	speak;discuss	2	1	1	1
3201	0.00%	100.00%	نَوَوِيّ#adj	nuclear;atomic;nucleic	5	4	4	4
3194	82.59%	17.41%	أَرْسَل#verb	send;transmit#be_sent;be_transmitted	2	1	1	1
3190	98.37%	1.63%	مَوْلَى#noun	master;lord#masters;lords	2	1	2	2
3173	85.98%	14.02%	ٱِمْرَأَة#noun	woman	1	1	1	1
3170	4.73%	95.27%	تَقْرِير#noun	reports;accounts#decision;determination#report;account	2	3	3	3
3162	63.92%	36.08%	سِجْن#noun	prisons#prison	1	1	1	1
3150	22.32%	77.68%	جَهْد#noun	exertion;endeavor#efforts	4	4	3	4
3143	59.85%	40.15%	فَتْح#noun	opening;beginning#conquests;achievements	2	1	1	1
3138	48.95%	51.05%	سُؤال#noun	question;inquiry#questions;inquiries	1	1	1	1
3135	70.33%	29.67%	قَتْل#noun	murder;killing	1	1	1	1
3133	64.41%	35.59%	رَفَع#verb	lift;raise;increase#be_lifted;be_raised;be_increased	1	1	1	1
3112	61.73%	38.27%	أَمَل#noun	hope;wish#hopes;wishes	1	1	2	1
3099	19.26%	80.74%	هَيْئَة#noun	organization;agency#organizations;agencies	4	4	4	4
3098	22.14%	77.86%	سِلاح#noun	weapon#weapons	1	1	2	1
3091	75.06%	24.94%	فَتَح#verb	open#open;conquer#be_opened;be_conquered	1	1	1	1
3091	43.97%	56.03%	قِبَل#noun	(on_the)_part_of	4	4	3	4
3069	22.25%	77.75%	تارِيخ#noun	date;history#dates;histories	1	1	2	1
3067	21.72%	78.28%	مُدِير#noun	director;manager;chief#directors;managers	1	1	1	1
3066	55.61%	44.39%	حاجَة#noun	need	1	2	2	2
3065	5.38%	94.62%	جَنُوب#noun	south	2	2	2	2
3059	64.40%	35.60%	خَطَر#noun	danger;threat;menace#dangers	1	1	1	1
3042	47.96%	52.04%	وَقْف#noun	stopping;ceasing#waqf_(religious_endowment)	4	3	3	3
3039	55.68%	44.32%	ٱِنْتَهَى#verb	be_concluded;be_completed	2	1	2	2
3035	7.74%	92.26%	مُجْتَمَع#noun	society#societies	3	2	2	2
3032	0.03%	99.97%	دَعْم#noun	support;assistance;endorsement	3	3	2	3
3030	3.07%	96.93%	بُطُولَة#noun	championship;starring_role;heroism	1	1	2	1
3030	64.55%	35.45%	فَضْل#noun	distinction;quality#good_graces;goodwill;merits;favors	3	2	3	3
3028	70.05%	29.95%	ظَهَر#verb	appear;emerge	2	2	1	2
3027	84.11%	15.89%	خَيْر#noun	good	1	1	1	1
3022	23.06%	76.94%	عَقْد#noun	holding;concluding;convening#contracts;agreements#contract;agreement	4	3	3	3
3022	84.25%	15.75%	مَضَى#verb	continue;proceed	3	4	4	4
3005	55.44%	44.56%	عاش#verb	live;experience#be_lived;be_experienced	1	1	1	1
2994	52.67%	47.33%	قَرِيب#adj	near;close	2	1	1	1
2993	75.38%	24.62%	لِماذا#adv_interrog	why	2	1	1	1
2971	24.07%	75.93%	وَسَط#noun	center;environment#circles;quarters;environments	2	1	1	1
2968	67.99%	32.01%	شابّ#noun	young_man#young_men	2	1	1	1
2961	45.56%	54.44%	حادِث#noun	incident;event#incidents;events	2	1	2	2
2947	20.50%	79.50%	قِيمَة#noun	value;worth#values;morals;ethics	3	2	2	2
2944	75.95%	24.05%	شَكّ#noun	doubt#doubts#no_+_doubt_(without_a_doubt)	3	3	2	3
2941	95.27%	4.73%	ثَوْب#noun	garments;clothes#garment;robe	1	1	1	1
2934	42.02%	57.98%	بَيْنَما#conj_sub	whereas;while	2	1	2	2
2930	10.27%	89.73%	دُكْتُور#noun	doctor;Doctor;Dr.#doctors	1	1	1	1
2923	55.70%	44.30%	قُرْب#noun	near;proximity;nearness	2	1	2	2
2898	15.80%	84.20%	حَصَل#verb	obtain;acquire;get#be_obtained;be_acquired	1	2	1	1
2893	36.95%	63.05%	عَشَر#noun_num	ten_(in_numbers_11-19)	3	2	2	2
2885	2.29%	97.71%	جِهاز#noun	machine;apparatus;device;appliance;system;equipment#machines;equipment;devices;appliances	1	1	2	1
2884	7.25%	92.75%	رِئاسَة#noun	presidency;leadership;chairmanship#presidencies;leaderships;chairmanships	3	2	2	2
2877	85.12%	14.88%	صَدْر#noun	chest;bosom#chests	1	1	1	1
2872	36.56%	63.44%	أَطْلَق#verb	be_released;be_fired#release;fire	2	1	2	2
2869	87.38%	12.62%	نَظْرَة#noun	look;glance;view#looks;glances;views	2	2	1	2
2864	56.46%	43.54%	نار#noun	fire;shooting	1	1	1	1
2861	66.41%	33.59%	مَنْ#pron_rel	who/whom	2	1	2	2
2853	49.95%	50.05%	عَنَى#verb	mean;signify;concern#be_concerned_(with)#be_meant;be_signified#concern	3	3	4	3
2835	45.26%	54.74%	ٱِعْتَقَد#verb	believe	1	2	2	2
2830	76.08%	23.92%	أَدْرَك#verb	comprehend;realize#be_comprehended;be_realized	3	4	3	3
2828	48.69%	51.31%	دُخُول#noun	entrance;penetration	1	1	1	1
2817	50.55%	49.45%	مَساء#noun	evening	2	1	1	1
2808	66.06%	33.94%	ظَلّ#verb	remain;continue	3	2	3	3
2808	63.46%	36.54%	وَجَّه#verb	send;direct#be_sent;be_directed	4	3	4	4
2805	24.71%	75.29%	عَوْدَة#noun	return	2	1	2	2
2795	66.40%	33.60%	طَبِيب#noun	physician;doctor#physicians;doctors	1	1	1	1
2791	68.29%	31.71%	نِساء#noun	women	2	1	1	1
2784	3.66%	96.34%	لاعِب#noun	player;athlete	2	1	1	1
2783	13.30%	86.70%	إِطْلاق#noun	releasing;launching	4	4	3	4
2780	12.09%	87.91%	مَحْكَمَة#noun	court;tribunal#courts;tribunals	3	2	2	2
2755	19.17%	80.83%	فَقَط#adv	only	2	1	2	2
2754	14.05%	85.95%	عاصِمَة#noun	capital_city#capital_cities	3	2	3	3
2749	91.52%	8.48%	إِذْن#noun	permission;authorization#bonds	1	1	2	1
2746	12.24%	87.76%	تَعْلِيم#noun	education;teaching#precepts#instructions	1	1	1	1
2744	0.73%	99.27%	إِضافَة#noun	addition;appending	3	3	2	3
2744	90.60%	9.40%	مات#verb	die;pass_away	1	1	1	1
2723	61.07%	38.93%	أَعْطَى#verb	give;provide#be_given;be_provided#give;hand_over	2	1	2	2
2719	53.07%	46.93%	قادِم#adj	arriving;coming;proceeding	2	1	1	1
2718	6.73%	93.27%	بَنْك#noun	banks#bank	1	1	2	1
2717	71.29%	28.71%	دَم#noun	blood	1	1	1	1
2691	34.41%	65.59%	وُصُول#noun	arrival;achievement#receipt;voucher	2	1	1	1
2680	10.45%	89.55%	صَحِيفَة#noun	newspapers#newspaper	3	2	3	3
2679	73.83%	26.17%	أَظْهَر#verb	show;manifest;demonstrate#be_shown;be_manifest;be_demonstrated	4	3	3	3
2673	24.13%	75.87%	مَوْضُوع#noun	subject;theme;issue#subjects;themes;issues	2	1	1	1
2671	81.58%	18.42%	سَيْر#noun	course;motion;march#drive_belt#drive_belts	3	3	2	3
2667	53.02%	46.98%	عُمْر#noun	age;life#ages;age_groups	1	1	2	1
2656	42.28%	57.72%	خَطْوَة#noun	steps;strides#step;stride	1	1	1	1
2656	65.63%	34.38%	ما#part_neg	not	1	2	1	1
2655	53.03%	46.97%	رُبَّما#adv	perhaps;maybe	3	2	2	2
2643	28.19%	71.81%	رَدّ#noun	reply;response#replies;responses	1	2	1	1
2638	26.65%	73.35%	نَقَل#verb	transfer;transport;transmit;translate#be_transferred;be_transported;be_transmited;be_translated	1	2	2	2
2630	64.03%	35.97%	خُرُوج#noun	exit;getting_out;departure;deviation	1	1	1	1
2624	83.57%	16.43%	فَكَّر#verb	think;consider;ponder	1	1	1	1
2617	6.19%	93.81%	ٱِتِّصال#noun	contact;communication	1	1	2	1
2613	54.04%	45.96%	بَحَث#verb	discuss;search_(for)#search;discuss#be_discussed;be_searched_(for)	3	3	3	3
2613	20.40%	79.60%	مُخْتَلِف#adj	different;various	2	1	1	1
2612	10.26%	89.74%	مَوْقِع#noun	position;location;site#positions;locations;sites	2	2	1	2
2610	23.45%	76.55%	جَمْعِيَّة#noun	associations;societies#association;society	3	3	2	3
2605	40.00%	60.00%	طَلَب#noun	quest;search#request;demand#requests;demands	2	1	1	1
2602	10.80%	89.20%	تَصْرِيح#noun	declaration;statement#declarations;statements	3	3	3	3
2601	86.31%	13.69%	فَهِم#verb	understand#be_understood	1	1	1	1
2601	71.78%	28.22%	مَرّ#verb	pass;go_through	1	2	1	1
2593	2.20%	97.80%	عَبْر#noun	across;over;via;by_means_of;crossing	3	2	2	2
2590	71.58%	28.42%	وَحْد#noun	alone;only	4	4	3	4
2586	14.62%	85.38%	خُصُوص#noun	matter;issue;regard;respect	2	3	3	3
2585	27.23%	72.77%	سِتّ#noun_num	six	1	2	2	2
2584	2.05%	97.95%	مَحَلِّيّ#adj	local	4	4	4	4
2582	14.79%	85.21%	تَنْفِيذ#noun	implementation;execution;carrying_out	2	3	3	3
2579	85.03%	14.97%	صار#verb	become;begin_to#lead_(to);conclude_(with)	2	1	2	2
2577	59.10%	40.90%	فِكْر#noun	thought;thinking#thoughts;ideas;concepts	3	3	2	3
2570	44.12%	55.88%	أَمِين#noun	secretary#trustees;secretaries	4	4	3	4
2570	0.27%	99.73%	قُعَدَة#noun	seated_firmly;not_budging	5	5	4	5
2567	5.53%	94.47%	مُقابِل#noun	in_exchange_for;in_compensation_for	3	2	3	3
2550	67.18%	32.82%	زَوْجَة#noun	wife#wives	1	1	1	1
2548	41.48%	58.52%	سَعَى#verb	strive;pursue	3	3	3	3
2544	15.02%	84.98%	مُساعَدَة#noun	assistance;aid;support;help	1	1	1	1
2542	11.68%	88.32%	قِمَّة#noun	summit	3	2	3	3
2530	14.58%	85.42%	خُطَّة#noun	plan;project#plans;projects	1	1	2	1
2523	12.05%	87.95%	ٱِجْتِماعِيّ#adj	social	2	3	3	3
2518	76.69%	23.31%	قَبِل#verb	accept;receive;approve	2	1	1	1
2512	93.07%	6.93%	مَرْكَبَة#noun	vehicle;carriage;craft	3	2	3	3
2508	35.45%	64.55%	دَقِيقَة#noun	minute	1	1	1	1
2503	21.17%	78.83%	مَصْلَحَة#noun	interest;advantage;favor#interests;advantages;favor	3	2	3	3
2496	96.88%	3.13%	أَيُّها#part_voc	O,_oh	2	1	2	2
2492	33.15%	66.85%	نَوْع#noun	type;kind;form#types;kinds;forms	2	1	1	1
2491	90.37%	9.63%	رَجا#verb	request;hope_for;plead_to#be_requested;be_hoped_for;be_pleaded_to	3	3	2	3
2489	4.82%	95.18%	إِطار#noun	framework;context#frameworks;contexts	3	2	3	3
2480	40.44%	59.56%	أُسْرَة#noun	families;communities#family;community	2	1	1	1
2478	91.77%	8.23%	دَرَى#verb	know;be_aware_of;notice#be_known;be_noticed	3	3	2	3
2470	13.77%	86.23%	حَقَّق#verb	achieve;realize;reach#be_achieved;be_realized;be_reached	1	2	2	2
2467	83.18%	16.82%	خَشِي#verb	fear;be_afraid	3	3	2	3
2463	2.80%	97.20%	حِوار#noun	conversation;dialogue;discussion#dialogue;discussions;talks	1	2	2	2
2463	74.54%	25.46%	رُوح#noun	spirit;soul#spirits;souls	1	1	2	1
2462	2.76%	97.24%	مُشارَكَة#noun	participation;association	2	2	1	2
2458	56.31%	43.69%	دِين#noun	religion	1	1	1	1
2455	21.87%	78.13%	أَفْضَل#adj_comp	better/best	2	1	1	1
2453	81.82%	18.18%	خَوْف#noun	fear	1	2	1	1
2450	33.22%	66.78%	وَسِيلَة#noun	means;device;instrument#means;devices;instruments	3	2	2	2
2437	93.11%	6.89%	ضَحِك#verb	laugh	1	1	1	1
2436	61.99%	38.01%	عادَة#noun	habit;custom;practice#customs;practices;habits#taxes;charges	3	3	2	3
2435	0.04%	99.96%	مِلْيار#noun_num	billion	4	3	3	3
2427	16.15%	83.85%	أَفاد#verb	report;inform;provide#be_reported;be_provided	4	4	3	4
2426	5.65%	94.35%	إِعادَة#noun	return;repetition;re-(doing)	2	1	1	1
2425	13.32%	86.68%	عُنْف#noun	violence;force	3	3	2	3
2423	17.62%	82.38%	زَعِيم#noun	leader;head_of_state#leaders;heads_of_state	2	1	1	1
2417	1.99%	98.01%	مُواجَهَة#noun	confrontation;encounter;confronting;encountering#confrontations;encounters	3	2	2	2
2412	7.01%	92.99%	إِعْلان#noun	declaration;statement;announcement#declarations;statements;announcements	1	1	2	1
2398	96.54%	3.46%	لَبِث#verb	linger;remain;persist	5	4	4	4
2395	44.09%	55.91%	حَيّ#noun	creature;living_thing#creatures;living_things	1	2	1	1
2384	25.29%	74.71%	عَشْر#noun_num	ten	1	1	1	1
2383	37.68%	62.32%	دَعْوَة#noun	call;invitation;supplication#calls;invitations;supplications	1	2	2	2
2376	11.95%	88.05%	وَحْدَة#noun	unity#unit#units	4	3	4	4
2375	38.48%	61.52%	نِصْف#noun_quant	half	2	1	1	1
2374	55.43%	44.57%	أَثَر#noun	record;trace;effect#records;traces;effects	2	3	2	2
2373	37.42%	62.58%	جَماعَة#noun	party;group;squad#groups;parties;squads	1	1	2	1
2372	9.19%	90.81%	قِيادَة#noun	leadership;command#leaders;commanders	3	3	3	3
2368	70.44%	29.56%	عَدُوّ#noun	enemies#enemy	2	1	2	2
2367	27.17%	72.83%	مَدْرَسَة#noun	school	1	1	1	1
2364	13.24%	86.76%	نَقْل#noun	transportation;transfer	1	2	2	2
2361	38.37%	61.63%	ٱِلْتَقَى#verb	meet;encounter#be_met;be_encountered;be_held_(meeting)	2	2	1	2
2355	23.99%	76.01%	مَكْتَب#noun	bureau;office;department#bureaus;offices	1	1	1	1
2354	10.32%	89.68%	غَرْبِيّ#adj	west;western;westerner	3	2	3	3
2349	41.34%	58.66%	تَوَقَّع#verb	expect;count_on;anticipate#be_expected;be_counted_on;be_anticipated	1	2	1	1
2343	83.65%	16.35%	غَضَب#noun	anger;wrath	2	1	1	1
2341	15.98%	84.02%	طالِب#noun	students#student#requesting	1	1	1	1
2341	0.34%	99.66%	فِيلْم#noun	film;movie#films;movies	1	1	1	1
2338	9.79%	90.21%	زِيادَة#noun	increase;addition	1	1	1	1
2338	72.41%	27.59%	سَفَر#noun	travel;trip#journeys	1	1	1	1
2335	21.54%	78.46%	عَقَد#verb	hold;convene;conclude#be_held;be_convened;be_concluded	4	3	3	3
2328	18.13%	81.87%	رَفَض#verb	reject;refuse#be_rejected;be_refused	1	2	1	1
2326	0.64%	99.36%	ٱِسْتِثْمار#noun	invest;investing#investments	4	3	3	3
2318	45.69%	54.31%	أَثْناءَ#noun	during;meanwhile;meantime	2	1	2	2
2318	38.35%	61.65%	مُدَّة#noun	period_of_time;interval	2	1	1	1
2318	83.74%	16.26%	لَعَلَّ#verb_pseudo	perhaps,_maybe	4	3	3	3
2314	5.70%	94.30%	دِراسَة#noun	study#studies;research	1	1	1	1
2309	10.39%	89.61%	طالَب#verb	demand;require	3	3	2	3
2305	24.77%	75.23%	ضَمّ#verb	include;comprise;incorporate	4	4	3	4
2302	42.22%	57.78%	أَبْيَض#adj	white	1	1	1	1
2302	56.65%	43.35%	قَرْيَة#noun	village	1	1	1	1
2299	10.44%	89.56%	عَدِيد#adj	numerous;many	3	3	2	3
2295	37.52%	62.48%	مَسْأَلَة#noun	issue;affair;matter;question#issues;affairs;matters;questions	4	3	3	3
2295	43.05%	56.95%	مُهِمَّة#noun	task;assignment;mission	3	2	2	2
2291	71.89%	28.11%	لَحْظَة#noun	moment;instant#moments;instants	1	1	2	1
2288	2.71%	97.29%	تَنْظِيم#noun	organization;network#organizations;networks	1	2	1	1
2278	11.02%	88.98%	نَشاط#noun	activity#activities	1	1	2	1
2274	37.73%	62.27%	دائِم#adj	permanent;lasting;constant	1	2	1	1
2268	13.14%	86.86%	شارَك#verb	participate_with;share_with	1	1	1	1
2259	38.07%	61.93%	لَيْسَ#part_neg	not	3	2	3	3
2250	25.87%	74.13%	عِيد#noun	holidays;feasts#feast;holiday;festival	1	1	1	1
2246	2.40%	97.60%	مُواطِن#noun	citizen	3	2	2	2
2242	91.75%	8.25%	جَمال#noun	beauty	1	1	1	1
2242	83.59%	16.41%	شِعْر#noun	poetry#poems	3	2	2	2
2240	95.94%	4.06%	خاف#verb	fear;be_afraid_(of)	1	1	1	1
2240	80.36%	19.64%	زَواج#noun	marriage;wedding	1	1	1	1
2239	96.25%	3.75%	ٱِبْتَسَم#verb	smile	1	1	1	1
2229	33.92%	66.08%	جَيِّد#adj	good	1	1	1	1
2228	1.03%	98.97%	دَوْرِيّ#noun	league_(sports)	4	4	4	4
2218	95.49%	4.51%	أَخْبَر#verb	notify;inform;communicate#be_notified;be_informed;be_communicated	2	1	2	2
2216	42.24%	57.76%	قَضاء#noun	justice;judiciary#districts;provinces	4	3	4	4
2216	67.60%	32.40%	رَدّ#verb	answer;reply;return#be_returned;be_given_back	1	1	1	1
2210	81.45%	18.55%	بِنْت#noun	daughters;girls#daughter;girl	1	1	1	1
